x,y
96.64535356921388,199.29254699925178
44.07325991753527,225.79569096434568
0.7491470058587191,30.96569248284922
91.09759624491241,159.76401624071133
93.9268997363764,184.53043496136948
58.22275730589491,19.914906766465435
67.1563481487985,139.86714293123433
8.393822683708397,56.130095816891995
76.64809327917963,194.366380833248
23.680977536311776,19.189781884655932
3.0814021726609964,-105.24397953716425
78.87727172362835,228.10179724334745
34.608896559712306,31.68587844973863
62.32814750391685,126.14739020782811
61.581569510361525,91.9154566036668
14.855463870828755,96.71906379236125
18.309064740993165,-5.199386192481867
11.441296968868764,128.5909533896154
1.4618780486909122,11.591897481939789
48.67515406047583,142.1552280971525
96.49015609162157,212.6391513758504
6.456228097718608,48.06583630601881
54.108818555113025,160.5754985482386
46.589855900830955,211.23682154862627
60.146344956105146,154.74607761461777
8.89288299906623,-89.75453946387312
57.900268618736646,9.941740494101651
26.958550381944825,0.7972518910842865
55.643256055621556,125.48752570999567
64.46342341782827,82.33106535023938
48.10363713665184,101.89341836654809
35.52391474429834,191.11003532130388
24.9152121361209,142.15087424716563
93.35154980423466,211.44178848503063
45.33880194764935,83.32873683957001
53.01612069115903,55.18201237499855
1.9299566309716853,-13.743300659950608
50.810192577979215,113.04907436153022
0.5780237417743139,-115.2452945839372
14.376842759559539,-59.01202890395106
47.28269253474063,87.00881238055011
37.73474407725964,160.88244860147364
5.417519864614285,23.558279623593492
58.75285081310694,247.08133710576442
16.40032237419612,157.73320182891626
55.73302374414681,39.83598226851706
14.424572160190829,84.12248929621369
93.73070846962247,77.52284601499628
77.0979971519775,115.6470126113268
95.69331223494054,112.66114031150438
14.122776441649954,-86.5794116390135
30.539270828769858,182.4071445650589
3.958962422796164,-184.35785552937253
27.678369479169206,-147.029779175144
80.65125051156038,179.3152033628213
17.7343035278254,-5.7709141275150415
15.457051471078964,-19.78137648526994
95.47186557023949,323.1746240141374
15.4551400089043,-109.17560310404791
83.38892941512319,405.6039474818719
4.106280627180747,80.89114430951143
38.618352833582826,-8.514362370039976
34.95923019636925,-64.94187093487801
34.17077927504538,16.256150747276102
81.64630567142304,-17.096150131291267
47.59349081317282,96.1995986755667
78.28902895224036,213.81342824087386
47.084012530884515,18.077087457708146
81.73440068581418,136.7508690495834
88.15675986556064,268.13714376128445
43.959639767963964,13.31964636327784
78.10635977924811,-33.32781012838626
81.47411602576973,237.4112883415771
29.567891564250736,85.18128434810471
12.387667430690597,-45.57227930160711
18.562186074498854,59.63066215398127
43.60597935994146,174.49411978371714
11.946740701121195,42.40301279414695
52.97991417578831,45.28102471330471
82.94211614174424,338.6897122473502
48.52011529864348,-28.149704583697243
81.7734001701804,118.51170501818427
65.63916225394183,152.42067958743502
64.10430311516905,176.91988201535113
34.53489252042602,-102.32225902192944
70.26589490483248,86.12852694406376
80.99405837312028,253.30690704894664
15.716958478401754,-79.09843860383017
90.79906191155509,207.1051956853107
26.933036723681813,120.5710583767191
15.484649574701626,61.76685537679464
84.04791651944925,266.99949991218244
72.01279798410062,141.2968192028442
79.35623957737522,307.4959485321772
44.66706642559476,196.22659996337373
7.077388523885675,63.53877703166452
39.524305026344955,14.047385466229045
4.773529540398547,-122.72248767737422
28.613350393922754,-132.88569640556148
3.7994595016476396,48.09880340792043
50.67148419441442,205.78930624461748
8.76677989422927,-202.43610040005115
93.28256468398047,216.57105810567728
69.9387289571796,229.56333801115312
31.698602665681065,174.15063797505832
94.50510700109166,374.1624116039442
6.622760433688512,17.07925344183995
25.742889088769783,93.88623654535405
7.299964643145462,21.589672752135936
42.63042580299481,48.09456866953632
20.18967725432862,-69.357823023659
39.664663519413836,32.85513944464341
70.48599115494352,113.78780478308053
88.735334172525,268.8878316428827
50.05177947605222,27.412770390295222
81.85315489586601,242.6010128677966
36.125451274979945,-31.193660743127154
85.86861730000402,186.9026208472257
51.503417558725836,158.74163561037554
70.24154768971624,-46.04027876961763
17.46899184029187,77.24564197395627
58.451181056544065,97.35545837733439
30.17770577990323,101.1054379473099
81.28513943589164,125.12873598370456
53.4340747841153,69.4106415337879
49.95873041932324,52.16585285897681
77.33252044833073,178.8763023184607
54.903067255344986,230.62558889771896
33.37580124939149,13.959705178810495
13.093286043459551,-103.81152787119616
62.45059904834612,96.19230913316107
92.53462191293278,52.7162652205628
